།_  དེ  བཞིན 	ཐུན་མོང 	མ་ཡིན་པ 	ལ 	བསྟོད་པ 	།_ 	དེ 	བཞིན 	གཤེགས་པ 	ཐམས་ཅད་ལ 	ཕྱག 	འཚལ་ལོ 	bstod tshogs ka_.txt	ཐུན་མོང  མ་ཡིན་པ  ལ  བསྟོད་པ  །_  དེ  བཞིན  གཤེགས་པ  ཐམས་ཅད་ལ  ཕྱག  འཚལ་ལོ 
།_།  དེ  ལ་ཚད་ནི་གང 	མཁའ 	-འི 	ཁམས་སུ 	བསྟན་པ་སྟེ 	།_། 	དེ 	ལ་ཚད་ནི་གང 	ན 	-འང་མེད 	།_། 	ཅེས 	bstod tshogs ka_.txt	མཁའ  -འི  ཁམས་སུ  བསྟན་པ་སྟེ  །_།  དེ  ལ་ཚད་ནི་གང  ན  -འང་མེད  །_།  ཅེས 
 དེ ་སྐད་དུ 	ནམ་མཁའ་དང 	འདྲ་བ 	འདི 	མན་ཆད 		དེ	་སྐད་དུ 	གསུངས་པ 	-ར 	ཟད་དོ 	།_། 	bstod tshogs ka_.txt	ནམ་མཁའ་དང  འདྲ་བ  འདི  མན་ཆད   དེ ་སྐད་དུ  གསུངས་པ  -ར  ཟད་དོ  །_། 
།_  དེ ས་ན 	ཐུགས་རྗེ 	-འི 	བདག་ཉིད 	ཅན་ཡིན་ན 	།_ 	དེ	ས་ན 	ཇི་ལྟར 	དྲི་མ 	མེད་པ 	-འི 	bstod tshogs ka_.txt	ཐུགས་རྗེ  -འི  བདག་ཉིད  ཅན་ཡིན་ན  །_  དེ ས་ན  ཇི་ལྟར  དྲི་མ  མེད་པ  -འི 
།_།  དེ  ཉིད་ཀྱི 	ཡིན་པ 	-ས་དེ་དང 	ལྡན་ན 	སྐབས་མེད་དོ 	།_། 	དེ 	ཉིད་ཀྱི 	ཕྱིར 	འདི་ནི 	བདེ་བ 	འགོག་པ 	bstod tshogs ka_.txt	ཡིན་པ  -ས་དེ་དང  ལྡན་ན  སྐབས་མེད་དོ  །_།  དེ  ཉིད་ཀྱི  ཕྱིར  འདི་ནི  བདེ་བ  འགོག་པ 
།_  དེ འི 	།_ 	མ 	རིག་པ་ཡིན་ནོ 	ཞེ་ན 	།_ 	དེ	འི 	ཕྱིར་འདིར 	།_ 	རྟག་ཏུ 	དྲི་མེད 	bstod tshogs ka_.txt	།_  མ  རིག་པ་ཡིན་ནོ  ཞེ་ན  །_  དེ འི  ཕྱིར་འདིར  །_  རྟག་ཏུ  དྲི་མེད 
།_།  དེ ་ལས 	ཆད་པ 	-ར 	འབྱུང་བ 	ཉིད་དོ 	།_། 	དེ	་ལས 	བྱུང་བ་ནི 	ཡང་དག 	པར 	བྱུང་བའོ 	bstod tshogs ka_.txt	ཆད་པ  -ར  འབྱུང་བ  ཉིད་དོ  །_།  དེ ་ལས  བྱུང་བ་ནི  ཡང་དག  པར  བྱུང་བའོ 
།_།  དེ  གྲུབ་པ་ནི 	-ར་ཤོག 	_། 	ཅེས་ཡིད་ལ 	སྨོན་པའོ 	།_། 	དེ 	གྲུབ་པ་ནི 	འབྲས་བུ་སྟེ 	ཐམས་ཅད 	མཁྱེན་པ 	ཉིད་དོ 	bstod tshogs ka_.txt	-ར་ཤོག  _།  ཅེས་ཡིད་ལ  སྨོན་པའོ  །_།  དེ  གྲུབ་པ་ནི  འབྲས་བུ་སྟེ  ཐམས་ཅད  མཁྱེན་པ  ཉིད་དོ 
།_།  དེ  ལྟ་བུ་ཞིག་ཅི 					།_། 	དེ 	ལྟ་བུ་ཞིག་ཅི 	ཞེ་ན 	།_ 	མི 	འགག 	bstod tshogs ka_.txt	    །_།  དེ  ལྟ་བུ་ཞིག་ཅི  ཞེ་ན  །_  མི  འགག 
 དེ  །_ 						དེ 	།_ 	ཆོས 	ཉིད་ཀྱི 	རང་བཞིན་གང་ལ 	འགག་པ་སྟེ 	bstod tshogs ka_.txt	     དེ  །_  ཆོས  ཉིད་ཀྱི  རང་བཞིན་གང་ལ  འགག་པ་སྟེ 
 དེ ་ནི 						དེ	་ནི 	མི 	འགག་པ 	ཆོས་ཉིད་དོ 	།_། 	bstod tshogs ka_.txt	     དེ ་ནི  མི  འགག་པ  ཆོས་ཉིད་དོ  །_། 
ཡོད་པ་དེ་ལ  དེ ་སྐད་ཅེས་བྱའོ 	མི 	འགག་པ 	-འི 	ཆོས་ཉིད 	ཡོད་པ་དེ་ལ 	དེ	་སྐད་ཅེས་བྱའོ 	།_། 	སྨོན་ལམ 	གྲུབ་པ 	དེ 	bstod tshogs ka_.txt	མི  འགག་པ  -འི  ཆོས་ཉིད  ཡོད་པ་དེ་ལ  དེ ་སྐད་ཅེས་བྱའོ  །_།  སྨོན་ལམ  གྲུབ་པ  དེ 
 དེ  འགྲོ་གཉིས 						དེ 	འགྲོ་གཉིས 	འཐོབ་པ་དང 	།_ 	འགྲོ 	བ 	bstod tshogs ka_.txt	     དེ  འགྲོ་གཉིས  འཐོབ་པ་དང  །_  འགྲོ  བ 
།_།  དེ  བསྒྲུབ་པ་ནི 	-འི 	སྡུག་བསྔལ 	ཐམས་ཅད 	ལྡོག་པའོ 	།_། 	དེ 	བསྒྲུབ་པ་ནི 	འགྲུབ་པའོ 	།_། 	དེ 	ལྷུ 	bstod tshogs ka_.txt	-འི  སྡུག་བསྔལ  ཐམས་ཅད  ལྡོག་པའོ  །_།  དེ  བསྒྲུབ་པ་ནི  འགྲུབ་པའོ  །_།  དེ  ལྷུ 
 དེ  -ར 	-ར 	མཛད་པ་ནི 				དེ 	-ར 	གཞོལ་བའོ 	།_། 	ཅི་དེ 	ཡུལ་དང 	bstod tshogs ka_.txt	-ར  མཛད་པ་ནི     དེ  -ར  གཞོལ་བའོ  །_།  ཅི་དེ  ཡུལ་དང 
ཡོད་པ་དེ་ལ  དེ ་སྐད་ཅེས་བྱའོ 	ཡས་ཤིང 	མ་ལུས་པ་ཡིན་ཏེ 	།_ 	གང་ལ་དེ 	ཡོད་པ་དེ་ལ 	དེ	་སྐད་ཅེས་བྱའོ 	།_། 	གང 	དག་ལ 	ཐུགས་རྗེ 	bstod tshogs ka_.txt	ཡས་ཤིང  མ་ལུས་པ་ཡིན་ཏེ  །_  གང་ལ་དེ  ཡོད་པ་དེ་ལ  དེ ་སྐད་ཅེས་བྱའོ  །_།  གང  དག་ལ  ཐུགས་རྗེ 
ཡོད་པ  དེ ་དག་ལ 	བདག 	ངོ་བོ 	ཉིད་དམ 	རྒྱུ 	ཡོད་པ 	དེ	་དག་ལ 	དེ་སྐད་ཅེས་བྱའོ 	།_། 	དེ 	ལྟ་བུ་དེ་ནི 	bstod tshogs ka_.txt	བདག  ངོ་བོ  ཉིད་དམ  རྒྱུ  ཡོད་པ  དེ ་དག་ལ  དེ་སྐད་ཅེས་བྱའོ  །_།  དེ  ལྟ་བུ་དེ་ནི 
།_།  དེ ར་ནི 	ཐུགས་རྗེ 	རྟག 	རྣམ་སྣང་ཞེས 	འབྱུང་ངོ 	།_། 	དེ	ར་ནི 	ཚིག 	འདི 	ཐུགས་རྗེ 	-འི 	bstod tshogs ka_.txt	ཐུགས་རྗེ  རྟག  རྣམ་སྣང་ཞེས  འབྱུང་ངོ  །_།  དེ ར་ནི  ཚིག  འདི  ཐུགས་རྗེ  -འི 
ཡོད་པ  དེ ་དག་ལ 	གཅོད་པ 	ཉིད་ཀྱིས 	བདག་ཉིད 	ཆེ་བ 	ཡོད་པ 	དེ	་དག་ལ 	དེ་སྐད་ཅེས་བྱའོ 	།_། 	འདིར 	བསྡུས་པ 	bstod tshogs ka_.txt	གཅོད་པ  ཉིད་ཀྱིས  བདག་ཉིད  ཆེ་བ  ཡོད་པ  དེ ་དག་ལ  དེ་སྐད་ཅེས་བྱའོ  །_།  འདིར  བསྡུས་པ 
 དེ  ཁོ་ན་ཉིད་ནི 						དེ 	ཁོ་ན་ཉིད་ནི 	འདི་ཡིན་ཏེ 	།_ 	བྱང 	ཆུབ 	bstod tshogs ka_.txt	     དེ  ཁོ་ན་ཉིད་ནི  འདི་ཡིན་ཏེ  །_  བྱང  ཆུབ 
 དེ ་ནི 						དེ	་ནི 	རྣམ་པ 	-ར 	རྟོག་པ 	-འི 	bstod tshogs ka_.txt	     དེ ་ནི  རྣམ་པ  -ར  རྟོག་པ  -འི 
།_།  དེ  བས་ན 	ཉིད་ཀྱིས 	འཕན་པ 	-ར 	བྱེད་པ་ཡིན་ནོ 	།_། 	དེ 	བས་ན 	རྒྱུ་དང 	འབྲས་བུ 	མི 	དབྱེ་བ 	bstod tshogs ka_.txt	ཉིད་ཀྱིས  འཕན་པ  -ར  བྱེད་པ་ཡིན་ནོ  །_།  དེ  བས་ན  རྒྱུ་དང  འབྲས་བུ  མི  དབྱེ་བ 
སྙིང་རྗེ  དེ ་ཉིད 	-ར 	རྟོག་པ 	དང་བཅས་པ 	-འི 	སྙིང་རྗེ 	དེ	་ཉིད 	བསྒོམ་པ 	མཆོག་གིས 	གོམས་པ་དང 	ལྡན་པ 	bstod tshogs ka_.txt	-ར  རྟོག་པ  དང་བཅས་པ  -འི  སྙིང་རྗེ  དེ ་ཉིད  བསྒོམ་པ  མཆོག་གིས  གོམས་པ་དང  ལྡན་པ 
།_།  དེ  དག་གི 	མྱ་ངན་ལ 	སོགས་པ 	གོམས་པ 	བཞིན་ནོ 	།_། 	དེ 	དག་གི 	སྙིང་རྗེ་དེ་ནི 	དམིགས་པ 	མེད་པ 	།_ 	bstod tshogs ka_.txt	མྱ་ངན་ལ  སོགས་པ  གོམས་པ  བཞིན་ནོ  །_།  དེ  དག་གི  སྙིང་རྗེ་དེ་ནི  དམིགས་པ  མེད་པ  །_ 
།_  དེ ་ནི་དེ 	།_ 	རྗེའི 	བདག་ཉིད་ཅེས་ཀྱང 	བྱ་བ་ལ 	།_ 	དེ	་ནི་དེ 	འཕེན་པ 	-ར 	བྱེད་པ་སྔོན 	འབྱུང་བ 	bstod tshogs ka_.txt	།_  རྗེའི  བདག་ཉིད་ཅེས་ཀྱང  བྱ་བ་ལ  །_  དེ ་ནི་དེ  འཕེན་པ  -ར  བྱེད་པ་སྔོན  འབྱུང་བ 
སྐབས  དེ ས་ན་ནི 	-ར 	སྙིང་རྗེ་ཞེས་ཀྱང་བྱའོ 	།_། 	གནས 	སྐབས 	དེ	ས་ན་ནི 	མཚན་མ 	ཐམས་ཅད་དང 	བྲལ་བ 	-འི 	bstod tshogs ka_.txt	-ར  སྙིང་རྗེ་ཞེས་ཀྱང་བྱའོ  །_།  གནས  སྐབས  དེ ས་ན་ནི  མཚན་མ  ཐམས་ཅད་དང  བྲལ་བ  -འི 
 དེ  འགའ་ཞིག 						དེ 	འགའ་ཞིག 	ཡོད་དོ་ཞེས 	བསྟན་པ 	-ར 	བྱ་བ 	bstod tshogs ka_.txt	     དེ  འགའ་ཞིག  ཡོད་དོ་ཞེས  བསྟན་པ  -ར  བྱ་བ 
།_  དེ འི 	-ར 	རྒྱུན 	འཆད་དོ 	ཞེ་ན 	།_ 	དེ	འི 	འགག 	ཉིད 	མི 	འགྱུར་ཞེས 	bstod tshogs ka_.txt	-ར  རྒྱུན  འཆད་དོ  ཞེ་ན  །_  དེ འི  འགག  ཉིད  མི  འགྱུར་ཞེས 
སྤྱོད་པ་སྟེ  དེ ་ཉིད 	ཐུགས་རྗེ 	རྣམ་པ་གཉིས་ཀའིའོ 	།_། 	སྤྱོད་པ་ནི 	སྤྱོད་པ་སྟེ 	དེ	་ཉིད 	ཐམས་ཅད 	མཁྱེན་པ 	ཉིད་དོ 	།_། 	bstod tshogs ka_.txt	ཐུགས་རྗེ  རྣམ་པ་གཉིས་ཀའིའོ  །_།  སྤྱོད་པ་ནི  སྤྱོད་པ་སྟེ  དེ ་ཉིད  ཐམས་ཅད  མཁྱེན་པ  ཉིད་དོ  །_། 
 དེ ་ནི 						དེ	་ནི 	མི་གཡོ་བ་སྟེ 	།_ 	བཅོམ 	ལྡན 	bstod tshogs ka_.txt	     དེ ་ནི  མི་གཡོ་བ་སྟེ  །_  བཅོམ  ལྡན 
།_།  དེ  ལྟ 	འབྱུང་ངོ་ཞེས 	བྱ་བ 	-འི 	དོན་ཏོ 	།_། 	དེ 	ལྟ 	ཡིན་པ 	-ས 	དེ་དག་ནི 	འཇིག་རྟེན་གྱི 	bstod tshogs ka_.txt	འབྱུང་ངོ་ཞེས  བྱ་བ  -འི  དོན་ཏོ  །_།  དེ  ལྟ  ཡིན་པ  -ས  དེ་དག་ནི  འཇིག་རྟེན་གྱི 
 དེ  སྩོལ་བའོ 						དེ 	སྩོལ་བའོ 	།_། 	གང 	དག་ཏུ 	འགག་པ 	bstod tshogs ka_.txt	     དེ  སྩོལ་བའོ  །_།  གང  དག་ཏུ  འགག་པ 
ཡོད་པ  དེ ་དག་ནི 	འདི་ཙམ་ཞེས 	ཡོངས་སུ 	ཆད་པ 	མེད་པ 	ཡོད་པ 	དེ	་དག་ནི 	དཔག་མེད་དེ 	སངས་རྒྱས 	བཅོམ་ལྡན 	འདས 	bstod tshogs ka_.txt	འདི་ཙམ་ཞེས  ཡོངས་སུ  ཆད་པ  མེད་པ  ཡོད་པ  དེ ་དག་ནི  དཔག་མེད་དེ  སངས་རྒྱས  བཅོམ་ལྡན  འདས 
 དེ  དག་གིས་ཀྱང 	རྣམས་སོ 	།_། 				དེ 	དག་གིས་ཀྱང 	མི 	དཔོག་པ་སྟེ 	།_ 	དཔག་ཏུ 	bstod tshogs ka_.txt	རྣམས་སོ  །_།     དེ  དག་གིས་ཀྱང  མི  དཔོག་པ་སྟེ  །_  དཔག་ཏུ 
མེད་པ  དེ ་དག 					མེད་པ 	དེ	་དག 	ཁོ་ན 	ཕན་ཚུན 	འདི་དག་ནི 	ཡོན་ཏན 	bstod tshogs ka_.txt	    མེད་པ  དེ ་དག  ཁོ་ན  ཕན་ཚུན  འདི་དག་ནི  ཡོན་ཏན 
དཔོགས་པ  དེ ་དག་ཏུ 	འདི་ཙམ་དང 	ལྡན་ནོ་ཞེས 	བྱ་བ 	མི 	དཔོགས་པ 	དེ	་དག་ཏུ 	ནམ་ཡང 	རྒྱུན 	འཆད་པ 	-ར 	bstod tshogs ka_.txt	འདི་ཙམ་དང  ལྡན་ནོ་ཞེས  བྱ་བ  མི  དཔོགས་པ  དེ ་དག་ཏུ  ནམ་ཡང  རྒྱུན  འཆད་པ  -ར 
 དེ  གནས 						དེ 	གནས 	གཤེགས་ཀྱང་ཞེས 	བྱ་བ་ནི 	གནས་གང་ལ 	ལེགས་པ 	bstod tshogs ka_.txt	     དེ  གནས  གཤེགས་ཀྱང་ཞེས  བྱ་བ་ནི  གནས་གང་ལ  ལེགས་པ 
 དེ ་ནི་ལེགས 						དེ	་ནི་ལེགས 	རྫོགས་པ་སྟེ 	ཕུང་པོ 	-འི 	ལྷག་མ 	bstod tshogs ka_.txt	     དེ ་ནི་ལེགས  རྫོགས་པ་སྟེ  ཕུང་པོ  -འི  ལྷག་མ 
།_།  དེ  ཉིད་བདེ 	རང་གི 	དོན 	ཉིད་ཀྱི 	རྐྱེན་ཡིན་ནོ 	།_། 	དེ 	ཉིད་བདེ 	གནས་ཡིན་ཏེ 	འདི་ལ 	གཞན་ལ 	ཕན་པ 	bstod tshogs ka_.txt	རང་གི  དོན  ཉིད་ཀྱི  རྐྱེན་ཡིན་ནོ  །_།  དེ  ཉིད་བདེ  གནས་ཡིན་ཏེ  འདི་ལ  གཞན་ལ  ཕན་པ 
ལུས་དང  དེ  -འི 	ཉེ་བ 	-ར 	བསྟན་པ 	-ས་ནི 	ལུས་དང 	དེ 	-འི 	ལོངས་སྤྱོད 	དག 	བསྟན་པ 	-ར 	bstod tshogs ka_.txt	ཉེ་བ  -ར  བསྟན་པ  -ས་ནི  ལུས་དང  དེ  -འི  ལོངས་སྤྱོད  དག  བསྟན་པ  -ར 
-ས  དེ ་དག་གི 	རྣམས་ལ 	མཆོག་ཏུ 	ཡ་མཚན 	བསྐྱེད་པ 	-ས 	དེ	་དག་གི 	བསམ་པ 	-འི 	ངོ 	-ར 	bstod tshogs ka_.txt	རྣམས་ལ  མཆོག་ཏུ  ཡ་མཚན  བསྐྱེད་པ  -ས  དེ ་དག་གི  བསམ་པ  -འི  ངོ  -ར 
།_།  དེ  བཞིན 	ཆོས་ཉིད 	བཟང་ཞེས 	བྱ་བ 	གསུངས་སོ 	།_། 	དེ 	བཞིན 	གཤེགས་པ 	རྣམས་ཀྱི 	ཆོས་ཉིད 	རང་བཞིན་ནི 	bstod tshogs ka_.txt	ཆོས་ཉིད  བཟང་ཞེས  བྱ་བ  གསུངས་སོ  །_།  དེ  བཞིན  གཤེགས་པ  རྣམས་ཀྱི  ཆོས་ཉིད  རང་བཞིན་ནི 
 དེ  གནས་ཞེས 						དེ 	གནས་ཞེས 	བྱ་བ 	མི 	འབྱུང་སྟེ 	།_ 	bstod tshogs ka_.txt	     དེ  གནས་ཞེས  བྱ་བ  མི  འབྱུང་སྟེ  །_ 
 དེ ར་ནི 						དེ	ར་ནི 	སྡེབ་སྦྱོར 	མི་ཚང 	བར 	འགྱུར་རོ 	bstod tshogs ka_.txt	     དེ ར་ནི  སྡེབ་སྦྱོར  མི་ཚང  བར  འགྱུར་རོ 
།_།  དེ ་ཡང 	གདགས་པ 	བརྡ 	རྒྱུས 	བྱུང་བ་སྟེ 	།_། 	དེ	་ཡང 	སྨྲ་པོ 	-འི 	འདོད 	རྒྱུ 	bstod tshogs ka_.txt	གདགས་པ  བརྡ  རྒྱུས  བྱུང་བ་སྟེ  །_།  དེ ་ཡང  སྨྲ་པོ  -འི  འདོད  རྒྱུ 
།_།  དེ ་ནི 	།_། 	ཞེས 	བཤད་པ 	ལྟ་བུའོ 	།_། 	དེ	་ནི 	གསོལ་བ 	གདབ་པ 	མཆོག 	སྩོལ་ཞེས 	bstod tshogs ka_.txt	།_།  ཞེས  བཤད་པ  ལྟ་བུའོ  །_།  དེ ་ནི  གསོལ་བ  གདབ་པ  མཆོག  སྩོལ་ཞེས 
དག་པ  དེ ་དག་ནི 	སྦྱིན་པ 	མཆོག 	ཤིན་ཏུ 	ཡོངས་སུ 	དག་པ 	དེ	་དག་ནི 	སྦྱིན 	མཆོག 	ཅན་ནོ 	།_། 	bstod tshogs ka_.txt	སྦྱིན་པ  མཆོག  ཤིན་ཏུ  ཡོངས་སུ  དག་པ  དེ ་དག་ནི  སྦྱིན  མཆོག  ཅན་ནོ  །_། 
 དེ  དག་གི 						དེ 	དག་གི 	ངོ་བོ 	ཉིད་ནི 	སྦྱིན 	མཆོག་ཉིད་དོ 	bstod tshogs ka_.txt	     དེ  དག་གི  ངོ་བོ  ཉིད་ནི  སྦྱིན  མཆོག་ཉིད་དོ 
ཡོད་པ  དེ ་དག་ནི 	གོ 	འཕང་ངམ 	།_ 	རྟོགས་པ 	ཡོད་པ 	དེ	་དག་ནི 	གནས་མཆོག 	ཅན་ཏེ 	།_ 	སངས 	bstod tshogs ka_.txt	གོ  འཕང་ངམ  །_  རྟོགས་པ  ཡོད་པ  དེ ་དག་ནི  གནས་མཆོག  ཅན་ཏེ  །_  སངས 
།_།  དེ  དག་གི 	རྒྱས 	བཅོམ་ལྡན 	འདས 	རྣམས་སོ 	།_། 	དེ 	དག་གི 	ངོ་བོ་ནི 	གནས་མཆོག 	ཉིད་དོ 	།_། 	bstod tshogs ka_.txt	རྒྱས  བཅོམ་ལྡན  འདས  རྣམས་སོ  །_།  དེ  དག་གི  ངོ་བོ་ནི  གནས་མཆོག  ཉིད་དོ  །_། 
 དེ  ཉིད 						དེ 	ཉིད 	ཐམས་ཅད 	མཁྱེན་པ 	ཉིད་དེ 	སངས་རྒྱས་ཀྱི 	bstod tshogs ka_.txt	     དེ  ཉིད  ཐམས་ཅད  མཁྱེན་པ  ཉིད་དེ  སངས་རྒྱས་ཀྱི 
།_།  དེ  བརྙེས་པ་ནི 	སྦྱིན 	མཆོག་ཉིད 	གནས་མཆོག 	ཉིད་དོ 	།_། 	དེ 	བརྙེས་པ་ནི 	དེ 	-འི 	བདག་ཉིད་དུ 	བསྒྲུབས་པ 	bstod tshogs ka_.txt	སྦྱིན  མཆོག་ཉིད  གནས་མཆོག  ཉིད་དོ  །_།  དེ  བརྙེས་པ་ནི  དེ  -འི  བདག་ཉིད་དུ  བསྒྲུབས་པ 
